<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>,,,<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>,,first,high,low,close
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
